"","area","persona","Sexo","Edad","RelacionParentezco","Seguro_social","Estado_civil","Asiste_clases","Nivelinstruccion","Sabe_leer_escribir","Obtuvo_titulo","Autoidentificacion","Trabja","Actividad_hogar","Razon_notrabajo","Razon_covid","Horas_trabajo_semanal","Condicion_inactividad","Categoria_ocupacion","Tipo_trabajo","Años_trabajo","Numero_trabajo","Horas_trabajo_principal","Forma_Seguridad_social","Ingreso_transacciones_capital","Ingresos_jubilacion","Donaciones","Remesas","Recibe_Bono_DDHH","Monto_Bono_DDHH","Recibe_Bono_Discapacidad","Monto_Bono_Discapacidad","IngresoLaboral","Principal_motivo_desempleo","Condicion_actividad","Empleo","Desempleo","Sectores_empleados","Grupo_ocupacion","Rama_actividad","Nivel_instruccion","Categorias_edad","Ingreso_laboral","Ingresos_totales"
"1762"," Urbana ",1," Mujer ",65," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,20,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,20
"1763"," Urbana ",1," Hombre ",67," Jefe "," IESS, seguro general voluntario "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",60,""," Patrono ","",5," Uno ",58," IESS Voluntario ",1200,NA,NA,NA," No ",NA," No ",NA,"1000","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","65 y más",1000,2200
"1764"," Urbana ",1," Hombre ",33," Jefe "," Ninguno "," Unión libre "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",70,""," Cuenta Propia ","",68," Uno ",66," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"410","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Superior","25-39",410,410
"1765"," Urbana ",1," Hombre ",37," Jefe "," IESS, seguro general "," Unión libre "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",51,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",3," Más de uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1465","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","G. Comercio, reparación vehículos","Superior","25-39",1465,1465
"1766"," Urbana ",1," Hombre ",51," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",16,""," Cuenta Propia ","",8," Uno ",19," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"230","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Básica","40-64",230,230
"1767"," Urbana ",1," Hombre ",43," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",6,""," Cuenta Propia ","",25," Uno ",10," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"80","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","40-64",80,80
"1768"," Urbana ",1," Hombre ",45," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," No "," Otra actividad por un ingreso ","","",76,""," Cuenta Propia ","",25," Uno ",9," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"120","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","N. Actividades y servicios administrativos y de apoyo","Educación Básica","40-64",120,120
"1769"," Urbana ",1," Mujer ",31," Jefe "," Ninguno "," Separado(a) "," Si "," Educación  Media ","",""," Mestizo "," No "," Otra actividad por un ingreso ","","",26,""," Cuenta Propia ","",46," Uno ",24," No aporta ",NA,NA,280,NA," Si ",50," No ",NA,"55","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","25-39",55,385
"1770"," Urbana ",1," Hombre ",28," Jefe "," IESS, seguro general "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",53,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",13," Uno ",51," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"488","","Empleo Adecuado/Pleno","Población con empleo","","No Clasificados por Sector","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Media/Bachillerato","25-39",488,488
"1771"," Urbana ",1," Hombre ",38," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Afroecuatoriano "," No "," No realizó ninguna actividad ","","",NA,""," Empleado privado ","",NA,"",NA," No aporta ",NA,NA,80,NA," No ",NA," No ",NA,""," Terminación de contrato ","Desempleo abierto","","Población con desempleo","","","","Educación Básica","25-39",NA,80
"1772"," Urbana ",1," Mujer ",25," Jefe "," Ninguno "," Separado(a) "," No "," Educación Básica "," Si ",""," Mestizo "," No "," Otra actividad por un ingreso ","","",15,""," Cuenta Propia ","",1," Uno ",13," No aporta ",NA,NA,50,NA," Si ",50," No ",NA,"10","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","S. Otras actividades de servicios","Educación Básica","25-39",10,110
"1773"," Urbana ",1," Hombre ",71," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",9,""," Cuenta Propia ","",36," Uno ",8," No aporta ",NA,500,NA,NA," No ",NA," No ",NA,"55","","Otro empleo no pleno","Población con empleo","","Sector Informal","Técnicos y profesionales de nivel medio","Q. Actividades, servicios sociales y de salud","Educación Básica","65 y más",55,555
"1774"," Urbana ",1," Hombre ",31," Jefe "," ISSFA, ISSPOL "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",57," Uno ",36," Seguro del ISSFA o ISSPOL ",NA,NA,NA,NA," No ",NA," No ",NA,"1976","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","Q. Actividades, servicios sociales y de salud","Superior","25-39",1976,1976
"1775"," Urbana ",1," Hombre ",66," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,500,250,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,750
"1776"," Urbana ",1," Mujer ",84," Jefe "," ISSFA, ISSPOL "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,500,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,500
"1777"," Urbana ",1," Mujer ",49," Jefe "," Ninguno "," Separado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",20,""," Cuenta Propia ","",1," Uno ",18," No aporta ",NA,NA,280,NA," No ",NA," No ",NA,"190","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","I. Actividades de alojamiento y servicios de comida","Superior","40-64",190,470
"1778"," Urbana ",1," Hombre ",34," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Indígena "," Si ","","","",42,""," Jornalero o peón "," Por jornal",77," Uno ",40," No aporta ",NA,NA,150,NA," No ",NA," No ",NA,"520","","Empleo Adecuado/Pleno","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","F. Construcción","Educación Básica","25-39",520,670
"1779"," Urbana ",1," Hombre ",67," Jefe "," IESS, seguro general "," Divorciado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,360,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,360
"1780"," Urbana ",1," Hombre ",71," Jefe "," Ninguno "," Casado(a) "," No "," Ninguno "," Si ",""," Mestizo "," Si ","","","",40,""," Cuenta Propia ","",58," Uno ",38," No aporta ",NA,NA,NA,NA," Si ",115," No ",NA,"340","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Ninguno","65 y más",340,455
"1781"," Urbana ",1," Hombre ",26," Jefe "," IESS, seguro general "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Empleado de gobierno "," Con contrato temporal, ocasional o eventual",57," Uno ",36," IESS General ",NA,NA,100,NA," No ",NA," No ",NA,"498","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","E. Distribución de agua, alcantarillado","Educación Media/Bachillerato","25-39",498,598
"1782"," Urbana ",1," Hombre ",63," Jefe "," Ninguno "," Divorciado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",60,""," Patrono ","",25," Uno ",58," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"220","","Otro empleo no pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Básica","40-64",220,220
"1783"," Urbana ",1," Hombre ",64," Jefe "," IESS, seguro general "," Unión libre "," No "," Primaria "," Si ",""," Negro "," Si ","","","",6,""," Cuenta Propia ","",68," Uno ",5," No aporta ",NA,400,NA,NA," No ",NA," No ",NA,"280","","Otro empleo no pleno","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Básica","40-64",280,680
"1784"," Urbana ",1," Hombre ",49," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",40,""," Cuenta Propia ","",34," Uno ",38," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"326","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","40-64",326,326
"1785"," Urbana ",1," Hombre ",55," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",6,""," Cuenta Propia ","",13," Uno ",5," No aporta ",NA,290,NA,NA," No ",NA," No ",NA,"60","","Otro empleo no pleno","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","F. Construcción","Educación Básica","40-64",60,350
"1786"," Urbana ",1," Hombre ",23," Jefe "," Ninguno "," Soltero(a) "," No "," Educación  Media ","",""," Mestizo "," Si ","","","",27,""," Jornalero o peón "," Por jornal",35," Uno ",25," No aporta ",NA,NA,NA,NA," Si ",50," No ",NA,"360","","Otro empleo no pleno","Población con empleo","","No Clasificados por Sector","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Media/Bachillerato","18-24",360,410
"1787"," Urbana ",1," Mujer ",27," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,70,NA," Si ",50," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","25-39",NA,120
"1788"," Urbana ",1," Hombre ",46," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",6,""," Cuenta Propia ","",14," Uno ",12," No aporta ",600,NA,NA,NA," No ",NA," No ",NA,"295","","Otro empleo no pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","F. Construcción","Educación Media/Bachillerato","40-64",295,895
"1789"," Urbana ",1," Mujer ",80," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,100,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,100
"1790"," Urbana ",1," Mujer ",43," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad "," Suspensión temporal del trabajo "," No ",29,""," Cuenta Propia ","",14," Uno ",27," No aporta ",NA,NA,20,NA," No ",NA," No ",NA,"260","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","N. Actividades y servicios administrativos y de apoyo","Educación Básica","40-64",260,280
"1791"," Urbana ",1," Hombre ",56," Jefe "," IESS, seguro general "," Viudo(a) "," Si "," Post-grado ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",14," Uno ",36," IESS General ",300,NA,NA,NA," No ",NA," No ",NA,"808","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","P. Enseñanza","Superior","40-64",808,1108
"1792"," Urbana ",1," Hombre ",70," Jefe "," Ninguno "," Soltero(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Rentista ","","",NA,"",NA," No aporta ",333,1200,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,1533
"1793"," Urbana ",1," Mujer ",60," Jefe "," Ninguno "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",13," Uno ",25," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"700","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","I. Actividades de alojamiento y servicios de comida","Educación Media/Bachillerato","40-64",700,700
"1794"," Urbana ",1," Hombre ",38," Jefe "," Ninguno "," Casado(a) "," Si "," Educación  Media ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA,""," Cuenta Propia ","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,""," Quiebre o cierre de negocio","Desempleo abierto","","Población con desempleo","","","","Educación Media/Bachillerato","25-39",NA,NA
"1795"," Urbana ",1," Hombre ",51," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",60,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",13," Uno ",58," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"440","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","G. Comercio, reparación vehículos","Educación Básica","40-64",440,440
"1796"," Urbana ",1," Hombre ",35," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",42,""," Cuenta Propia ","",7," Uno ",40," No aporta ",NA,NA,150,NA," No ",NA," No ",NA,"500","","Empleo Adecuado/Pleno","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","C. Industrias manufactureras","Superior","25-39",500,650
"1797"," Urbana ",1," Mujer ",24," Jefe "," Ninguno "," Soltero(a) "," No "," Educación  Media ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA,""," Empleado privado ","",NA,"",NA," No aporta ",NA,NA,400,NA," No ",NA," No ",NA,""," Despido/Renuncia obligatoria ","Desempleo abierto","","Población con desempleo","","","","Educación Media/Bachillerato","18-24",NA,400
"1798"," Urbana ",1," Hombre ",69," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",49,""," Cuenta Propia ","",46," Más de uno ",25," No aporta ",NA,NA,50,NA," No ",NA," No ",NA,"85","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","65 y más",85,135
"1799"," Urbana ",1," Hombre ",64," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,400,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,400
"1800"," Urbana ",1," Hombre ",63," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,336,150,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,486
"1801"," Urbana ",1," Hombre ",69," Jefe "," Ninguno "," Soltero(a) "," No "," Primaria "," Si ",""," Blanco "," Si ","","","",47,""," Cuenta Propia ","",25," Uno ",45," No aporta ",NA,NA,20,NA," No ",NA," No ",NA,"330","","Subempleo por insuficiencia de ingresos","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","H. Transporte y almacenamiento","Educación Básica","65 y más",330,350
"1802"," Urbana ",1," Hombre ",42," Jefe "," ISSFA, ISSPOL "," Unión libre "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",12," Uno ",36," Seguro del ISSFA o ISSPOL ",NA,NA,NA,NA," No ",NA," No ",NA,"1215","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","O .Administración pública, defensa y seguridad social","Superior","40-64",1215,1215
"1803"," Urbana ",1," Hombre ",56," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",13,""," Cuenta Propia ","",14," Uno ",16," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"280","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","F. Construcción","Superior","40-64",280,280
"1804"," Urbana ",1," Hombre ",55," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",2," Más de uno ",12," No aporta ",NA,NA,18,NA," No ",NA," No ",NA,"180","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Superior","40-64",180,198
"1805"," Urbana ",1," Hombre ",42," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",49,""," Cuenta Propia ","",14," Uno ",47," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"450","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","S. Otras actividades de servicios","Educación Media/Bachillerato","40-64",450,450
"1806"," Urbana ",1," Mujer ",29," Jefe "," IESS, seguro general "," Soltero(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",35," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"735","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","Q. Actividades, servicios sociales y de salud","Superior","25-39",735,735
"1807"," Urbana ",1," Hombre ",49," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",16,""," Cuenta Propia ","",1," Uno ",14," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"260","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","I. Actividades de alojamiento y servicios de comida","Educación Media/Bachillerato","40-64",260,260
"1808"," Urbana ",1," Mujer ",43," Jefe "," Ninguno "," Viudo(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",21,""," Cuenta Propia ","",35," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","40-64",300,300
"1809"," Urbana ",1," Hombre ",25," Jefe "," Ninguno "," Unión libre "," No "," Educación  Media ","",""," Mestizo "," Si ","","","",38,""," Jornalero o peón "," Por jornal",1," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Subempleo por insuficiencia de ingresos","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","F. Construcción","Educación Media/Bachillerato","25-39",300,300
"1810"," Urbana ",1," Hombre ",32," Jefe "," IESS, seguro general "," Unión libre "," Si "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",46,""," Empleado de gobierno "," Con contrato temporal, ocasional o eventual",77," Uno ",44," IESS General ",NA,NA,250,NA," No ",NA," No ",NA,"2650","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","Q. Actividades, servicios sociales y de salud","Superior","25-39",2650,2900
"1811"," Urbana ",1," Hombre ",55," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",32,""," Cuenta Propia ","",2," Más de uno ",14," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Básica","40-64",400,400
"1812"," Urbana ",1," Hombre ",58," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Blanco "," Si ","","","",42,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",68," Uno ",40," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"500","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Básica","40-64",500,500
"1813"," Urbana ",1," Mujer ",46," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,250,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","40-64",NA,250
"1814"," Urbana ",1," Hombre ",49," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",70,""," Cuenta Propia ","",10," Uno ",66," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"No informa","","Empleo no clasificado","Población con empleo","","Sector Informal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Superior","40-64",NA,NA
"1815"," Urbana ",1," Mujer ",83," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,NA
"1816"," Urbana ",1," Hombre ",38," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",77,""," Cuenta Propia ","",1," Uno ",73," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","25-39",400,400
"1817"," Urbana ",1," Mujer ",64," Jefe "," IESS, seguro general voluntario "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," IESS Voluntario ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","40-64",NA,NA
"1818"," Urbana ",1," Hombre ",30," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Empleado privado "," Con contrato temporal, ocasional o eventual",46," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"458","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajadores no calificados, ocupaciones elementales","C. Industrias manufactureras","Educación Media/Bachillerato","25-39",458,458
"1819"," Urbana ",1," Mujer ",56," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",49,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",6," Uno ",47," No aporta ",NA,NA,NA,NA," Si ",50," No ",NA,"525","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","I. Actividades de alojamiento y servicios de comida","Educación Media/Bachillerato","40-64",525,575
"1820"," Urbana ",1," Hombre ",57," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",60,""," Cuenta Propia ","",3," Uno ",58," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Básica","40-64",300,300
"1821"," Urbana ",1," Mujer ",52," Jefe "," Ninguno "," Divorciado(a) "," Si "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad "," Enfermedad accidente "," Si ",59,""," Cuenta Propia ","",46," Uno ",57," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"40","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","C. Industrias manufactureras","Superior","40-64",40,40
"1822"," Urbana ",1," Hombre ",45," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",8," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"2170","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","A. Agricultura, ganadería caza y silvicultura y pesca","Superior","40-64",2170,2170
"1823"," Urbana ",1," Mujer ",65," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,200,100,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,300
"1824"," Urbana ",1," Mujer ",45," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",70,""," Patrono ","",19," Uno ",66," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"No informa","","Empleo no clasificado","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Media/Bachillerato","40-64",NA,NA
"1825"," Urbana ",1," Hombre ",48," Jefe "," Ninguno "," Soltero(a) "," No "," Superior no universitario ",""," Si "," Indígena "," Si ","","","",29,""," Patrono ","",19," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Técnicos y profesionales de nivel medio","F. Construcción","Superior","40-64",300,300
"1826"," Urbana ",1," Hombre ",41," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",3," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1389","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","C. Industrias manufactureras","Superior","40-64",1389,1389
